id,Actual,Random Forest (BOW),SVC (Embeddings),SciBERT,XLNet,Random Forest (BOW)_prob,SVC (Embeddings)_prob,SciBERT_prob,XLNet_prob
US9121488B2,0,0,0,0,0,0.0,6.47988860831144e-05,0.00012629615537305798,1.6524330358613545e-05
US10132345B2,0,0,0,0,0,0.049,4.042846012467831e-06,0.0001264865784628644,1.6241416170502908e-05
US7800229B2,0,0,0,0,0,0.0,0.00017734821650043666,0.0001242356655371299,1.4686058057507135e-05
US6381412B1,0,0,0,0,0,0.02,0.00029036671614576586,0.0001281894574320294,1.5119859629985183e-05
US9777512B2,0,0,0,0,0,0.076,7.836694262003672e-07,0.00012233593343824052,1.5091883449902809e-05
US7313323B2,0,0,0,0,0,0.03,3.452190042842152e-05,0.00012079105853787072,1.4775530597980874e-05
US9180263B2,0,0,0,0,0,0.024,0.0003813312994436855,0.0001301512802632591,1.529411728525315e-05
US10126621B2,0,0,0,0,0,0.09,0.0012884950289229259,0.00012365217501103786,1.5336553882654728e-05
US9446506B2,0,0,0,0,0,0.005,4.9089442486603575e-05,0.00014287046203430512,1.627429333798745e-05
US9702167B2,0,0,0,0,0,0.034,6.692210836512523e-05,0.0001251595018967313,1.7407766736847872e-05
US6161512A,0,0,0,0,0,0.007,1.8224905666138825e-05,0.00012120798438155746,1.443678486507035e-05
US9677758B2,0,0,0,0,0,0.009,3.1248740332670856e-05,0.00012296414966152445,1.5425516708597644e-05
US8969966B2,0,0,0,0,0,0.004,0.0003357473312928219,0.00013636998898854406,1.5099052629305731e-05
US10048469B2,0,0,0,0,0,0.0,2.9160909677733354e-05,0.00013744504052352175,1.5417376489042428e-05
US9601707B2,0,0,0,0,0,0.003,0.0004913346443135214,0.0001245998878527368,1.4660184686100272e-05
US6180883A,0,0,0,0,0,0.06,7.356611713278892e-05,0.00012213277373718538,1.4890470435312246e-05
US10130431B2,0,0,0,0,0,0.0,0.0003441741319084265,0.00012593267910627692,1.4773473479160297e-05
US9334734B2,0,0,0,0,0,0.005,0.0002909549497104299,0.00012659801245939564,1.397565435647713e-05
US7038901B2,0,0,0,0,0,0.005,5.851669939351909e-05,0.00012196751149259586,1.4508160863122377e-05
US7509872B2,0,0,0,0,0,0.012,0.020562423354552283,0.00017316140205063998,1.4652140922116676e-05
US6979167B2,0,0,0,0,0,0.0,6.834942090477869e-05,0.0001258151720751317,1.4392314688966287e-05
US5667263A,0,0,0,0,0,0.033,3.0860610050674135e-06,0.00012182256771355301,1.4751729230702483e-05
US6503984B2,0,0,0,0,0,0.009,0.0004822173092576174,0.0001262083320964122,1.931951791558337e-05
US4496059A,0,0,0,0,0,0.002,0.00014511371960255432,0.0001233560471345537,1.522013014614616e-05
US9095984B2,0,0,0,0,0,0.008,0.00018454811050559275,0.00012588195398689984,1.5130107945827386e-05
US7179392B2,0,0,0,0,0,0.001,0.00015582635221581716,0.00012944949909699305,1.4883804817421887e-05
US9636393B2,0,0,0,0,0,0.009,9.16865853063598e-05,0.00013945910064752204,1.907129452981686e-05
US5100202A,0,0,0,0,0,0.0,3.0044922770018745e-06,0.00012811222797891227,1.4018148632517317e-05
US8552330B2,0,0,0,0,0,0.0,2.3661110603818313e-05,0.00012499503126966145,1.5420810005300743e-05
US9381093B1,0,0,0,0,0,0.022,4.426848191603168e-06,0.00012236778422489652,1.5189954744619902e-05
US4763229A,0,0,0,0,0,0.007,0.00042554905633695854,0.00012305423319766129,1.445246111734984e-05
US9044344B2,0,0,0,0,0,0.0,4.15444527280795e-05,0.00012033212825936057,1.4766353269665534e-05
US8288895B2,0,0,0,0,0,0.003,3.1573421500674395e-05,0.00012228729823701747,1.5782170500988615e-05
US10087042B2,0,0,0,0,0,0.01,3.1897086411507334e-05,0.0001296456650117892,1.5347080795146117e-05
US9378506B1,0,0,0,0,0,0.081,0.00012680663008316273,0.00013022899366977648,1.6197642047291242e-05
US6569717B1,0,0,0,0,0,0.05,4.198420257400864e-05,0.00012896849803377796,1.56461140163718e-05
US10046943B2,0,0,0,0,0,0.001,9.841317356983957e-06,0.00012369032455975193,1.5259152392382375e-05
US9637141B2,0,0,0,0,0,0.01,9.80046336737326e-05,0.00012196053350641784,1.608150486643193e-05
US9658002B2,0,0,0,0,0,0.002,8.680890260890621e-05,0.0001225417680304935,1.5238030187055982e-05
US9210425B2,0,0,0,0,0,0.113,0.005537632762638304,0.00012286967977962414,1.7473689510214973e-05
US9975589B2,0,0,0,0,0,0.015,5.534585249663323e-06,0.00012235162445639258,1.5802336412248145e-05
US9783349B2,0,0,0,0,0,0.002,1.3967892178160208e-05,0.00012299029993437916,1.5704998613975024e-05
US9962219B2,0,0,0,0,0,0.0,1.6297777387346346e-05,0.00012354869394541233,1.656108864761978e-05
US9624951B2,0,0,0,0,0,0.0,9.951795958187761e-06,0.00012548580196772017,1.6199557591646956e-05
US7766153B2,0,0,0,0,0,0.0,1.258929662780655e-05,0.00012827150357479108,1.4828536535488185e-05
US9214635B2,0,0,0,0,0,0.077,0.0001696550011845685,0.0001495823046018654,1.778304541238177e-05
US4832710A,0,0,0,0,0,0.134,0.0004480380653445642,0.00012550542734337354,1.502724152989705e-05
US7735882B2,0,0,0,0,0,0.001,9.524912185244139e-07,0.00012037889546330758,1.5451672402833657e-05
US9668407B2,0,0,0,0,0,0.107,8.562706298148937e-05,0.0001259610820886323,1.4607641220677207e-05
US9332744B2,0,0,0,0,0,0.028,8.563265793720641e-05,0.00012324452837486773,1.471329599204205e-05
US9021966B2,0,0,0,0,0,0.003,1.9251258922580997e-05,0.00012628459460410887,1.532857755459589e-05
US9340276B2,0,0,0,0,0,0.001,1.851609559348451e-05,0.0001237095512020373,1.5843198832266302e-05
US9701010B2,0,0,0,0,0,0.005,0.000191676390600836,0.00012614739133312501,1.5262841780374186e-05
US9297539B2,0,0,0,0,0,0.131,7.9823828674957e-06,0.00012289094675143144,1.550414648551014e-05
US9994295B2,0,0,0,0,0,0.0,1.5643478530302365e-05,0.0001238616412528837,1.545552625200948e-05
US4715402A,0,0,0,0,0,0.002,1.625707040748412e-05,0.00012675032938811793,1.5364155736892228e-05
US10032390B2,0,0,0,0,0,0.005,0.0007925400714256408,0.0001205809777407912,1.4994495374602736e-05
US9610995B2,0,0,0,0,0,0.0,1.4184799432063083e-05,0.00012095426556857364,1.5237586970656023e-05
US9184532B2,0,0,0,0,0,0.012,5.430196358991103e-05,0.00012527430613520205,1.5424612027558302e-05
US7503105B2,0,0,0,0,0,0.01,3.840839936942121e-06,0.00012308867707805252,1.5734261372739118e-05
US8945148B2,0,0,0,0,0,0.204,3.316606495501424e-05,0.00012229773509779004,1.4588665972257482e-05
US9184078B2,0,0,0,0,0,0.009,8.675916515064833e-05,0.00012174464599338695,1.559817163470234e-05
US7540393B2,0,0,0,0,0,0.002,9.121200519949508e-06,0.00012085546211042522,1.501820146549203e-05
US8995338B2,0,0,0,0,0,0.047,0.0013161533556246424,0.0001278563717941973,1.655114165327228e-05
US9554200B2,0,0,0,0,0,0.009,4.351317299202477e-06,0.00012198780807126632,1.4789719832896222e-05
US4993810A,0,0,0,0,0,0.001,5.013883284821319e-06,0.00016605715238740288,1.788264326601861e-05
US9085229B2,0,0,0,0,0,0.008,9.278622198139677e-05,0.00012221350764632472,1.4896648911525843e-05
US9719000B2,0,0,0,0,0,0.098,0.0019199484460276895,0.00013005463775527906,1.6946284206752018e-05
US9653224B2,0,0,0,0,0,0.002,2.2443640154281138e-05,0.0001223910066897025,1.483287150342088e-05
US9347545B2,0,0,0,0,0,0.156,0.00012427780126049342,0.00012453473601066288,1.640072773121432e-05
US7385963B1,0,0,0,0,0,0.237,0.0021288343505629016,0.0001373065801054026,1.5045976492105174e-05
US9627290B2,0,0,0,0,0,0.004,0.0004015722498784823,0.00012672434646065011,1.4982081269610689e-05
US7726046B2,0,0,0,0,0,0.023,6.203446511586844e-05,0.00012664691268526304,1.57292204584453e-05
US6162628A,0,0,0,0,0,0.045,0.00245807459604774,0.0001335619391573282,1.4321044253075245e-05
US6527949B1,0,0,0,0,0,0.089,0.0005606704493915773,0.00012068807268388074,1.4894780894968446e-05
US4594719A,0,0,0,0,0,0.004,4.981318805768962e-05,0.00012398199373137188,1.4462643257211067e-05
US6579035B1,0,0,0,0,0,0.007,0.0008388619440567943,0.0001232693277276682,1.474403596609804e-05
US10100026B2,0,0,0,0,0,0.09,0.018256659793152333,0.00016727430249141587,5.604556588179123e-05
US9605790B1,0,0,0,0,0,0.016,0.0003777309130312499,0.00012501720251060746,1.4587796458603096e-05
US5475379A,0,0,0,0,0,0.014,0.000216572602029554,0.00012469735253129398,1.5398795840247914e-05
US9497295B2,0,0,0,0,0,0.077,0.0008878091268712001,0.00012246151794261,1.5365364588932066e-05
US6060718A,0,0,0,0,0,0.056,0.0003638918061391419,0.00012628898998012675,1.4929480372872438e-05
US10060639B2,0,0,0,0,0,0.023,0.0010133308168646642,0.0001224318609118447,1.6608188907386347e-05
US9976636B2,0,0,0,0,0,0.0,3.619312268503044e-06,0.00012351323802492915,1.4697378871189492e-05
US9178608B2,0,0,0,0,0,0.057,0.00028392596288650846,0.00012261452912929607,1.631854694632845e-05
US10039523B2,0,0,0,0,0,0.0,9.794836670320718e-05,0.00012342234774782146,1.550104180421842e-05
US9739917B2,0,0,0,0,0,0.001,7.534858671102369e-05,0.00012941438612347066,1.5025285492236244e-05
US8494030B2,0,0,0,0,0,0.044,0.0034899120512648344,0.00012788392817400133,1.576503693177108e-05
US9563192B2,0,0,0,0,0,0.242,0.012096553583712767,0.0001280876147629465,1.5157280436413797e-05
US9677880B2,0,0,0,0,0,0.117,0.00021952485575274985,0.00012482601551352,1.5907041824510606e-05
US9402364B2,0,0,0,0,0,0.019,0.0005936368066921499,0.00012393973593098617,1.4509226263432137e-05
US9928698B2,0,0,0,0,0,0.018,0.00026950575045664584,0.00012143478878369819,1.5419479151300362e-05
US9150292B2,0,0,0,0,0,0.006,6.0409372679832585e-06,0.00012664546351821542,1.4831365082171773e-05
US9272805B2,0,0,0,0,0,0.04,0.0005879096795584454,0.00013267245559433046,1.451014644484189e-05
US9010693B1,0,0,0,0,0,0.009,1.0701723892872179e-05,0.00012999778992896802,1.4889909528190248e-05
US9889480B2,0,0,0,0,0,0.053,0.0004081540500129581,0.00012135682576713087,1.5444512543341587e-05
US5412443A,0,0,0,0,0,0.013,0.00016142364365620578,0.00012587133131330085,1.4309610733224989e-05
US9072486B2,0,0,0,0,0,0.0,3.1539749207570526e-05,0.00012779932701591882,1.5687066151660844e-05
US10006730B1,0,0,0,0,0,0.008,0.0002515894661749487,0.00016496380042400373,1.9065793617579258e-05
US9186759B2,0,0,0,0,0,0.042,0.005110036197915329,0.00012684258157036584,1.7117112391132756e-05
US6526046B1,0,0,0,0,0,0.147,0.005138682395907733,0.00014479271045383065,1.5256504150987726e-05
US8444631B2,0,0,0,0,0,0.001,7.206804602308834e-06,0.00012217272627746399,1.4096727868984659e-05
US7344247B2,0,0,0,0,0,0.039,0.0021514235909878016,0.00013082748344102018,1.4721759411332948e-05
US6595357B2,0,0,0,0,0,0.021,0.000275466596774396,0.00012553900102936307,1.4704970661319713e-05
US8025972B2,0,0,0,0,0,0.051,0.004925050239634654,0.00014217851544705566,1.5812059580832744e-05
US8985928B2,0,0,0,0,0,0.025,0.00017238905218450057,0.00012842552756138105,1.564057182303286e-05
US9251645B2,0,0,0,0,0,0.248,0.009625305005568553,0.0001669785349820845,1.6434805059963893e-05
US7008839B2,0,0,0,0,0,0.008,0.0006535930350449052,0.00013748462627851993,1.5145179299172955e-05
US8586961B2,0,0,0,0,0,0.019,0.0010196360355487423,0.00012268850332545906,1.497092664288434e-05
US8926898B2,0,0,0,0,0,0.021,0.0013003547491703931,0.00012673056979306478,1.537977556436941e-05
US9113708B2,0,0,0,0,0,0.0,3.700140195582259e-05,0.00012371049491784913,1.5256424128869547e-05
US5618488A,0,0,0,0,0,0.01,0.0007084550685796663,0.00012689363323309058,1.573345861903749e-05
US4701075A,0,0,0,0,0,0.017,0.0009318688011700902,0.00012893874077104234,1.4191965955242421e-05
US5121527A,0,0,0,0,0,0.005,0.00013673446069070635,0.0001230563453217608,1.4351197384107716e-05
US9221431B2,0,0,0,0,0,0.001,0.0004113939132126968,0.00011914554125219728,1.5246940843922582e-05
US4713249A,0,0,0,0,0,0.003,0.0017757751022256624,0.0001249677398190498,4.580857261415123e-05
US7364295B2,0,0,0,0,0,0.085,0.00022205921073946514,0.0001279636434231749,1.490285126969208e-05
US7205541B1,0,0,0,0,0,0.008,0.000757099744044446,0.0001271904899989099,1.491215609394045e-05
US6603131B2,0,0,0,0,0,0.002,0.00011501391576045609,0.00012717957500841287,1.4544074706407244e-05
US4640213A,0,0,0,0,0,0.006,5.537870648611804e-05,0.00012026565256394258,1.4494939808931732e-05
US8028939B2,0,0,0,0,0,0.139,0.001035829211097101,0.00018024579063061918,2.2184712285759366e-05
US5580649A,0,0,0,0,0,0.0,0.00045494233925424526,0.00013140961283489787,1.4951251359364746e-05
US4963416A,0,0,0,0,0,0.0,6.888505323964785e-05,0.00013648368678658609,2.052334136758989e-05
US9190499B2,0,0,0,0,0,0.001,7.774529093422689e-05,0.00013012745413461274,1.4645700708473901e-05
US9775737B2,0,0,0,0,0,0.089,1.9071517747024413e-05,0.00011973773614399702,1.553891697126133e-05
US9786755B2,0,0,0,0,0,0.039,0.00010378316365816544,0.00012954433318456887,1.5008923509370128e-05
US10129809B2,0,0,0,0,0,0.141,0.002279179953574547,0.00012068680677505108,2.0088510665477283e-05
US8082086B2,0,0,0,0,0,0.017,0.00010022632261702729,0.00012455955739849633,1.5715553609726297e-05
US9449809B2,0,0,0,0,0,0.035,0.00014187279861390195,0.00012118186635721583,1.4322963248650822e-05
US9955093B2,0,0,0,0,0,0.129,0.0002437490238968211,0.00012959430953250108,1.641012265913859e-05
US9545098B2,0,0,0,0,0,0.011,0.0002130743307720351,0.00013390675833879385,1.4681142945918153e-05
US9689896B2,0,0,0,0,0,0.011,0.0007970767971930518,0.00011875207053645918,1.5686161090667087e-05
US8128565B2,0,0,0,0,0,0.14,0.00020146778603496535,0.0001250306144437484,1.5175649267934178e-05
US9899297B1,0,0,0,0,0,0.002,0.00043215948533084446,0.00012898860651743149,1.5362661287666305e-05
US6735014B2,0,0,0,0,0,0.005,0.00028184986621794745,0.00012534964573638417,1.4421441935437027e-05
US7963288B2,0,0,0,0,0,0.082,0.0005634226257030041,0.00012267469922070797,1.5249049346856668e-05
US9086135B2,0,0,0,0,0,0.001,6.641876806823814e-06,0.00012525059637844623,1.5000109038053474e-05
US9252047B2,0,0,0,0,0,0.055,0.00012877831912331094,0.0001238166498828014,1.625782706318067e-05
US9990020B2,0,0,0,0,0,0.203,0.001301910876820561,0.0001296517227151581,1.6303271896523464e-05
US9174345B2,0,0,0,0,0,0.001,0.000538942535080065,0.00012176600853885558,1.4154822331143808e-05
US10053196B2,0,0,0,0,0,0.0,4.8553441887198694e-05,0.0001260188685933167,1.4750589755554267e-05
US9016158B2,0,0,0,0,0,0.033,0.0030715845164103976,0.00012398624986062714,1.782793290511516e-05
US10086223B2,0,0,0,0,0,0.001,1.4809093259631342e-05,0.00017204785634970161,1.609904378188717e-05
US9235946B2,0,0,0,0,0,0.064,0.0008697264851454827,0.00012262277226558746,1.4755732158891833e-05
US5485165A,0,0,0,0,0,0.198,0.00024283282583676863,0.00013691239966608814,1.4799059872018298e-05
US4811846A,0,0,0,0,0,0.0,0.00018768617082074511,0.00012709028918709073,1.5365533103132862e-05
US9560745B2,0,0,0,0,0,0.004,0.00018105002869061624,0.00012958485640903348,1.5672823109619548e-05
US4650127A,0,0,0,0,0,0.087,0.0006872959436032296,0.00012319829267067617,1.4865633288313373e-05
US8157584B2,0,0,0,0,0,0.222,3.344621623070445e-05,0.000121521202713025,1.4936771829320763e-05
US8701107B2,0,0,0,0,0,0.094,0.0022647742686628613,0.00012459038318266927,1.555606440893505e-05
US8304471B2,0,0,0,0,0,0.002,0.0004112034201217358,0.00012835825319697713,2.0002162294093213e-05
US10039548B2,0,0,0,0,0,0.001,2.250038593970416e-05,0.0001245416237468548,1.5234085287852403e-05
US9464154B2,0,0,0,0,0,0.016,0.002894489145652829,0.00014013701263084383,4.720231249229479e-05
US9144751B2,0,0,0,0,0,0.039,0.00012066123390455877,0.00012707338467723192,1.4894532317270492e-05
US6917065B2,0,0,0,0,0,0.054,0.00045916710571786325,0.0001246028582108111,1.4042855427075677e-05
US9234549B2,0,0,0,0,0,0.015,1.7017165366366396e-05,0.00012751940918010853,1.547628576087668e-05
US9878349B2,0,0,0,0,0,0.001,0.00033919251464291307,0.0001282262555438729,1.857243282781383e-05
US9370400B2,0,0,0,0,0,0.001,3.235381336852986e-05,0.00012510467420787403,1.500919546662463e-05
US9327409B2,0,0,0,0,0,0.001,1.5905475017626732e-05,0.00012872529249526133,1.5666023911593905e-05
US8975455B2,0,0,0,0,0,0.003,0.002515409612215129,0.00013009631301235132,2.9084467215992357e-05
US9357556B2,0,0,0,0,0,0.154,0.0032642079606510716,0.00012078691207807053,1.485174655173281e-05
US9119785B2,0,0,0,0,0,0.001,0.004467523703658262,0.00012298443616093156,1.7471456687908223e-05
US9938687B1,0,0,0,0,0,0.001,1.554870260797491e-05,0.00012243279488201544,1.576535265888225e-05
US9499241B2,0,0,0,0,0,0.006,0.002171979516206594,0.00012651534763454333,1.6547985126811285e-05
US9524908B2,0,0,0,0,0,0.003,0.0004061086897831263,0.00012996091722610535,2.030743928789604e-05
US8218481B2,0,0,0,0,0,0.192,0.10200051436891079,0.00015016601860292332,1.5795518688345625e-05
US9561691B2,0,0,0,0,0,0.0,1.8904978453778765e-05,0.00013048038976818958,1.551447032371617e-05
US9226987B2,0,0,0,0,0,0.063,0.0002264689093657561,0.0001276731997783955,1.5173464091767305e-05
US9027548B2,0,0,0,0,0,0.304,0.00018021447154379025,0.0001259787396014939,1.910928043764894e-05
US10037220B2,0,0,0,0,0,0.046,0.00057578438706501,0.00012479346546145749,1.676291119391305e-05
US9152064B2,0,0,0,0,0,0.001,0.0013715147138196734,0.00014974727746701178,1.581784355637743e-05
US9057392B2,0,0,0,0,0,0.004,0.00046752283150362783,0.00013320905250024988,1.5140680863908208e-05
US9493454B2,0,0,0,0,0,0.005,1.202949496027648e-06,0.00017975269864478128,1.915405372196219e-05
US9070249B2,0,0,0,0,0,0.07,0.003038160949311482,0.00012745431088619655,1.5865379265060968e-05
US10117002B2,0,0,0,0,0,0.002,2.6179633520082942e-05,0.00012372813193129272,1.565111337121907e-05
US9724807B2,0,0,0,0,0,0.025,2.338250388519245e-05,0.0001273886384601128,1.6660379535298744e-05
US9184021B2,0,0,0,0,0,0.009,0.0006667516386417429,0.00011830128104295577,1.5359475079898655e-05
US4926203A,0,0,0,0,0,0.05,0.001364122922551944,0.00012951975362368955,1.5000008903358628e-05
US7704846B2,0,0,0,0,0,0.005,5.317283803174319e-05,0.00011945012734968485,1.4322642259953904e-05
US6073965A,0,0,0,0,0,0.0,2.6455322482636593e-06,0.0001264443111095584,1.5477304172822666e-05
US4703406A,0,0,0,0,0,0.0,2.1190179261913475e-05,0.0001282521794898893,1.5442229746905286e-05
US9249926B1,0,0,0,0,0,0.001,1.4343529907959875e-05,0.0001257901005083587,1.495664201035915e-05
US7819686B2,0,0,0,0,0,0.006,6.874233674745058e-05,0.000124312099377195,1.4830792257905673e-05
US9743274B2,0,0,0,0,0,0.358,0.006224861868991132,0.00013101274419524445,1.615139030278135e-05
US7802636B2,0,0,0,0,0,0.001,2.878798324767535e-05,0.00012137655777459424,1.4507192385272198e-05
US9690650B2,0,0,0,0,0,0.167,0.020689152085091225,0.00012235868315416056,1.532619496557805e-05
US9186166B2,0,0,0,0,0,0.001,9.213394259531444e-05,0.00012713059036568723,1.4281342646299466e-05
US9299734B2,0,0,0,0,0,0.021,0.0003851079708060187,0.0001294849302719938,1.462809887679068e-05
US9771552B2,0,0,0,0,0,0.012,0.0010109411404442103,0.00015724700369337932,1.591403668399443e-05
US8213926B2,0,0,0,0,0,0.07,0.001992922598230933,0.00012241230754736327,1.4862932860468855e-05
US5006010A,0,0,0,0,0,0.021,0.0001904874428926861,0.00013033042601175217,1.6418019809993504e-05
US7963913B2,0,0,0,0,0,0.023,0.0007684828742159681,0.00012285649961971934,1.4910193707380041e-05
US9786396B2,0,0,0,0,0,0.037,0.0006206649615740368,0.00012287436639940336,1.5886636243746727e-05
US9274423B2,0,0,0,0,0,0.014,0.000578149116594236,0.00012898491665258647,1.8581831274146845e-05
US9989191B2,0,0,0,0,0,0.013,3.325209472978603e-05,0.00011930288474861689,1.5332554233418076e-05
US9196199B2,0,0,0,0,0,0.219,0.00019964477421091954,0.00012182477486665903,1.562225851892516e-05
US9868666B2,0,0,0,0,0,0.058,0.0014633144505620697,0.00012862829817818482,1.4383368520587858e-05
US10074159B2,0,0,0,0,0,0.21,0.0028478244819110272,0.00015346959160020745,2.6003761657642065e-05
US9057830B2,0,0,0,0,0,0.099,0.0012473455843401177,0.00012914681642101078,1.5182467302880653e-05
US9683553B2,0,0,0,0,0,0.01,0.00018001843731460418,0.00012423353317383713,1.5431747944951032e-05
US9773538B2,0,0,0,0,0,0.006,0.0019585083178760712,0.00013156257449347175,1.4876106514530973e-05
US7892795B2,0,0,0,0,0,0.119,0.0009116096124139089,0.0001256310305626059,1.4671051821858215e-05
US4791429A,0,0,0,0,0,0.023,8.086757106704254e-05,0.000125514822282986,1.4998893161980517e-05
US9998311B2,0,0,0,0,0,0.136,0.00377758376175332,0.00015065917833976053,2.457585879018005e-05
US6728525B1,0,0,0,0,0,0.181,0.0041054633441552964,0.00012918234953331474,1.4352114386922974e-05
US8582579B2,0,0,0,0,0,0.052,0.00042606678964345935,0.0001230134645725211,1.619825221627077e-05
US9790004B1,0,0,0,0,0,0.002,6.090683467744575e-05,0.00011972460649378641,1.519514163576372e-05
US9733911B2,0,0,0,0,0,0.054,0.007364661904754386,0.00012534235475546905,1.6328665593461907e-05
US9664084B2,0,0,0,0,0,0.001,5.108262297869123e-05,0.00012510228834685118,1.525297630173604e-05
US8784098B2,0,0,0,0,0,0.079,7.421775451518861e-05,0.0001241018714462719,1.4581815609300236e-05
US9101097B2,0,0,0,0,0,0.022,0.003045756922708198,0.00012148354833812896,1.4967785993966174e-05
US7301501B2,0,0,0,0,0,0.065,0.001001172052406445,0.00013227517904906583,1.5617804558080423e-05
US9938490B2,0,0,0,0,0,0.0,0.00021383757164264664,0.00017100969714047034,1.8353899615722237e-05
US8009507B2,0,0,0,0,0,0.023,0.002246898917020945,0.00012386234990912107,1.5635001771867028e-05
US10039177B2,0,0,0,0,0,0.001,0.00134620938938726,0.000127535400119319,1.4202005203628715e-05
US4554689A,0,0,0,0,0,0.0,5.8062228762453026e-05,0.0001392061363708861,1.719112931311736e-05
US5373125A,0,0,0,0,0,0.127,1.6773440909484833e-05,0.00012099971689267791,1.6020459970033818e-05
US6404763B1,0,0,0,0,0,0.119,0.0009606970527193561,0.0001849354436926636,1.552953947891244e-05
US10106388B2,0,0,0,0,0,0.014,6.682533845042177e-05,0.000127454493187943,1.47260140118143e-05
US9027151B2,0,0,0,0,0,0.134,0.00117625378473602,0.00012769870750656536,1.5963497934819377e-05
US7344017B1,0,0,0,0,0,0.0,2.3172959606074697e-05,0.000123577619847418,1.4996855002610068e-05
US10114107B2,0,0,0,0,0,0.005,0.00041652211500274773,0.00012151905899694851,1.5675536140438426e-05
US5395031A,0,0,0,0,0,0.002,6.263324886182476e-05,0.00012233080075384613,1.543946138854495e-05
US9041650B2,0,0,0,0,0,0.309,0.002618911943931839,0.0001207445342069233,1.4566519973667545e-05
US4499473A,0,0,0,0,0,0.06,0.0012865397182750214,0.00012340634291888,1.465852106093874e-05
US6050652A,0,0,0,0,0,0.038,0.00011405598561867227,0.00012810190573199988,1.4447865303834268e-05
US4622980A,0,0,0,0,0,0.042,0.008290861090885752,0.00013907014552261892,1.7520945508858797e-05
US6639629B1,0,0,0,0,0,0.037,0.0018581083111475264,0.00012544476613178825,1.4532109726783048e-05
US8488231B2,0,0,0,0,0,0.286,8.573667603636017e-05,0.00015342269758150432,1.5872628269470797e-05
US9409178B2,0,0,0,0,0,0.008,0.0014569379626264598,0.0001234182286596992,1.5650486498861332e-05
US7992847B2,0,0,0,0,0,0.018,0.00023824483589489072,0.00012877581246744502,1.4703925944208465e-05
US10105911B2,0,0,0,0,0,0.003,0.00025231770628702025,0.00013351762607169252,1.3950181065834545e-05
US7519191B2,0,0,0,0,0,0.268,0.0016355630488261148,0.00012368820155545622,1.487519149731934e-05
US9630685B2,0,0,0,0,0,0.009,0.00034519665490570603,0.0001245350328879887,1.7307933165056917e-05
US9815377B2,0,0,0,0,0,0.004,4.3520915477600543e-05,0.00012541833324054448,1.5621580660346294e-05
US9544339B2,0,0,0,0,0,0.149,0.00024094598268736928,0.0001419591248437455,1.5070008289001531e-05
US9555542B2,0,0,0,0,0,0.056,0.0011921488941048785,0.00012542156229964483,1.5186072979376606e-05
US8307443B2,0,0,0,0,0,0.232,0.0002855992767813645,0.00014094335295884323,1.5569377266074774e-05
US8250482B2,0,0,1,0,0,0.259,0.3505238187174902,0.00018974957716410542,2.2585794002722835e-05
US10092850B1,0,0,0,0,0,0.063,0.0011042408116099258,0.00012782644448969618,1.5051178811491476e-05
US9782789B2,0,0,0,0,0,0.0,0.0003052391900731752,0.00012317861691588558,1.4626557456694768e-05
US8559086B2,0,0,0,0,0,0.088,0.00012690004874702358,0.0001232166791260443,1.5524867660537696e-05
US10099373B2,0,0,0,0,0,0.002,0.0019727305308013788,0.00012583976865722946,1.5014843271520453e-05
US9536249B2,0,0,0,0,0,0.369,0.023821347818083823,0.00014492724831371105,2.8823756536250934e-05
US8469814B2,0,0,0,0,0,0.249,0.0084335912360455,0.00012835078724242224,1.5678840244539238e-05
US9909129B2,0,0,0,0,0,0.047,0.0009438638021825624,0.00013341657595300764,1.507211388475242e-05
US9939411B2,0,0,0,0,0,0.021,3.7540686250593725e-06,0.00012477781827495156,1.5391653142652368e-05
US9938153B2,0,0,0,0,0,0.038,0.0004724236786598012,0.00013715217219874057,1.4315520893489267e-05
US7500329B2,0,0,0,0,0,0.01,9.449093317179347e-06,0.00012492377617349354,1.4999579762237587e-05
US9872759B2,0,0,0,0,0,0.035,5.978382025898111e-06,0.00014458472682026541,1.533248112339747e-05
US9652331B2,0,0,0,0,0,0.279,0.04134730407876608,0.00014644217795925805,4.2632544884864396e-05
US9088408B2,0,0,0,0,0,0.126,0.035747985400057386,0.00013522608538959894,1.645954028165492e-05
US9575131B2,0,0,0,0,0,0.007,0.0006204100793540859,0.00012472785560725596,1.7184408899793087e-05
US9566193B2,0,0,0,0,0,0.061,0.0037459373790247976,0.0001311437957735918,1.4540898798296404e-05
US9585894B2,0,0,0,0,0,0.016,0.0006795993343395613,0.00012901597630939488,1.8031999213506923e-05
US9327397B1,0,0,0,0,0,0.14,0.000654610412082459,0.00012548628059890965,1.5212250635766808e-05
US8155308B1,0,0,0,0,0,0.156,0.004710801459252613,0.00012383997014074987,1.4469920605888032e-05
US9741946B2,0,0,0,0,0,0.011,0.0011523859903528662,0.00012977844300399136,1.5634092259865115e-05
US9182320B2,0,0,0,0,0,0.026,0.0014360721068744015,0.00012284285232184783,1.4615298162182811e-05
US9346210B2,0,0,0,0,0,0.015,0.0012127283336248367,0.00012297077465320256,1.4254319807654838e-05
US10137580B1,0,0,0,0,0,0.002,6.301288935628968e-05,0.00012235436621625478,1.5164176987387237e-05
US6633752B1,0,0,0,0,0,0.2,0.0012479949224396783,0.00012928937738384056,1.3946695920368946e-05
US9272381B2,0,0,0,0,0,0.168,0.0001426742931782744,0.00012309783243924207,1.4610190766503264e-05
