id,Actual,Support Vector Classifier (RBF),Naive Bayes,Logistic Regression,Random Forest
11514493,1,1,1,1,1
11537902,0,1,1,1,1
11544881,1,1,1,1,1
11557292,0,1,1,1,1
11568148,1,1,1,1,1
11568576,1,1,1,1,1
11574624,1,1,1,1,1
11604966,1,1,1,1,1
11651390,1,1,1,1,1
11659085,1,0,1,0,0
11689601,1,0,1,0,1
11710479,1,1,1,1,1
11721023,0,1,1,1,1
11727596,1,1,1,1,1
11740372,1,0,1,0,1
11741302,1,1,1,1,1
11741996,1,1,1,1,1
11755888,1,0,1,0,0
11763086,1,1,1,1,1
11763809,1,1,1,1,1
11763849,1,1,1,1,1
11783813,1,1,1,1,1
11793725,0,0,1,1,1
11797780,1,1,1,1,1
11817088,1,1,1,1,1
11830476,1,1,1,1,1
11896902,1,1,1,1,1
2016379252,1,1,1,1,1
2017032245,0,0,1,0,0
2017143207,0,1,1,1,0
2017243520,0,0,0,0,0
2017243600,0,0,1,0,0
2017309269,1,1,1,1,1
2017316453,0,0,1,0,0
2018082184,1,1,1,1,1
2018190294,1,1,1,1,1
2018247183,1,1,1,1,1
2018301144,1,1,1,1,1
2018332167,0,1,1,1,1
2019019304,0,1,1,1,1
2019057081,1,1,1,1,1
2019087677,1,1,1,1,1
2019114593,0,1,1,1,0
2019147029,0,1,1,1,1
2019294669,1,1,1,1,1
2019311716,1,1,1,1,1
2019340648,0,0,1,0,1
2019362709,1,1,1,1,1
2019369924,0,1,1,1,1
2019370616,1,1,1,1,1
2019371476,1,1,1,1,1
2020004790,1,1,1,1,1
2020026766,1,1,1,1,1
2020035241,1,1,1,1,1
2020058288,1,1,1,1,1
2020066250,1,1,1,1,1
2020143384,1,1,1,1,1
2020151561,1,1,1,1,1
2020211134,0,0,1,0,0
2020211529,1,1,1,1,1
2020226216,1,1,1,1,1
2020265394,0,0,1,0,0
2020304446,1,1,1,1,0
2020312457,1,1,1,1,1
2020394258,1,1,1,1,1
2020401764,1,1,1,1,1
2021073833,1,1,1,1,1
2021089903,1,1,1,1,1
2021090690,1,0,1,0,1
2021097402,0,1,1,1,1
2021110207,0,0,0,0,0
2021110815,1,1,1,1,1
2021125592,1,1,1,1,1
US7070215B2,0,0,0,0,0
US9018239B2,0,0,0,0,0
US9616574B2,0,0,0,0,0
US9638111B2,0,0,0,0,0
US9085449B2,0,0,0,0,0
US10105730B2,0,0,0,0,0
US9080016B2,0,0,0,0,0
US9831482B2,0,0,0,0,0
US9034972B2,0,0,0,0,0
US9883739B1,0,0,0,0,0
US9044242B2,0,0,0,0,0
US5293181A,0,0,0,0,0
US9907993B2,0,0,0,0,0
US8835365B2,0,0,0,0,0
US9468195B2,0,0,0,0,0
US9936680B2,0,0,0,0,0
US9723883B1,0,0,0,0,0
US9381755B2,0,0,0,0,0
US8445113B2,0,0,0,0,0
US8663950B2,0,0,0,0,0
US9186524B2,0,0,0,0,0
US10117337B2,0,0,0,0,0
US9115326B2,0,0,0,0,0
US9518026B2,0,0,0,0,0
US9343350B2,0,0,0,0,0
US6769529B2,0,0,0,0,0
US5325406A,0,0,0,0,0
US6292060A,0,0,0,0,0
US9674938B2,0,0,0,0,0
US9922878B2,0,0,0,0,0
US8182014B2,0,0,0,0,0
US10058938B2,0,0,0,0,0
US9966614B2,0,0,0,0,0
US9932084B2,0,0,0,0,0
US6152693A,0,0,0,0,0
US9533741B2,0,0,0,0,0
US9758255B1,0,0,0,0,0
US9740647B1,0,0,0,0,0
US9994679B2,0,0,0,0,0
US9657422B2,0,0,0,0,0
US9399554B2,0,0,0,0,0
US9062191B2,0,0,0,0,0
US9402687B2,0,0,0,0,0
US9184522B1,0,0,0,0,0
US4774536A,0,0,0,0,0
US7858846B2,0,0,0,0,0
US9902620B2,0,0,0,0,0
US9163375B2,0,0,0,0,0
US8704004B2,0,0,0,0,0
US9385428B2,0,0,0,0,0
US6361755B1,0,0,0,0,0
US6843517B2,0,0,0,0,0
US9855487B2,0,0,0,0,0
US6175324A,0,0,0,0,0
US9587364B2,0,0,0,0,0
US9090850B1,0,0,0,0,0
US9326439B2,0,0,0,0,0
US7322619B2,0,0,0,0,0
US9563045B2,0,0,0,0,0
US5984618A,0,0,0,0,0
US9914812B2,0,0,0,0,0
US6872024B2,0,0,0,0,0
US9622636B1,0,0,0,0,0
US10137568B2,0,0,0,0,0
US9527772B2,0,0,0,0,0
US7445053B2,0,0,0,0,0
US9897751B2,0,0,0,0,0
US7431321B2,0,0,0,0,0
US6815234B2,0,0,0,0,0
US10132345B2,0,0,0,0,0
US8962880B2,0,0,0,0,0
US9680136B2,0,0,0,0,0
US5050813A,0,0,0,0,0
US7243992B2,0,0,0,0,0
US9702167B2,0,0,0,0,0
US4863625A,0,0,0,0,0
US9624953B2,0,0,0,0,0
US4928124A,0,0,0,0,0
US4915908A,0,0,0,0,0
US9601707B2,0,0,0,0,0
US9334734B2,0,0,0,0,0
US5597336A,0,0,0,0,0
US7509872B2,0,0,0,0,0
US5875916A,0,0,0,0,0
US9280912B2,0,0,0,0,0
US4677148A,0,0,0,0,0
US5937790A,0,0,0,0,0
US9353534B2,0,0,0,0,0
US5968810A,0,0,0,0,0
US9180749B2,0,0,0,0,0
US9670779B2,0,0,0,0,0
US10082411B2,0,0,0,0,0
US10133306B2,0,0,0,0,0
US9415379B2,0,0,0,0,0
US9027511B2,0,0,0,0,0
US10039508B2,0,0,0,0,0
US9054865B2,0,0,1,0,0
US4736957A,0,0,0,0,0
US7823425B2,0,0,0,0,0
US8845606B2,0,0,0,0,0
US4907914A,0,0,0,0,0
US9328056B2,0,0,0,0,0
US9881896B2,0,0,0,0,0
US9309264B2,0,0,0,0,0
US8552330B2,0,0,0,0,0
US9087414B2,0,0,0,0,0
US7715013B2,0,0,0,0,0
US6615016B2,0,0,0,0,0
US9895814B2,0,0,0,0,0
US9044344B2,0,0,0,0,0
US6476140B2,0,0,0,0,0
US7208853B2,0,0,0,0,0
US8969970B2,0,0,0,0,0
US10004136B2,0,0,0,0,0
US6380305B1,0,0,0,0,0
US9378506B1,0,0,0,0,0
US9302389B2,0,0,0,0,0
US9637141B2,0,0,0,0,0
US9862223B2,0,0,0,0,0
US9739350B2,0,0,0,0,0
US5683138A,0,0,0,0,0
US9962219B2,0,0,0,0,0
US10111377B2,0,0,0,0,0
US9758720B2,0,0,0,0,0
US9145667B1,0,0,0,0,0
US9468137B1,0,0,0,0,0
US10053915B2,0,0,0,0,0
US9751575B2,0,0,0,0,0
US9340276B2,0,0,0,0,0
US9994295B2,0,0,0,0,0
US9890099B2,0,0,0,0,0
US10032390B2,0,0,0,0,0
US7541516B2,0,0,0,0,0
US10004755B2,0,0,0,0,0
US8857655B2,0,0,0,0,0
US9677858B1,0,0,0,0,0
US8995338B2,0,0,1,0,0
US5304592A,0,0,0,0,0
US9155808B2,0,0,0,0,0
US9857002B2,0,0,0,0,0
US9394617B2,0,0,0,0,0
US9707173B2,0,0,0,0,0
US9791013B2,0,0,0,0,0
US5188749A,0,0,0,0,0
US9788848B2,0,0,0,0,0
US8800829B2,0,0,0,0,0
US8981157B2,0,0,0,0,0
US7932572B2,0,0,0,0,0
US4711322A,0,0,0,0,0
US9809399B1,0,0,0,0,0
US7798235B2,0,0,0,0,0
US7385963B1,0,0,0,0,1
US9559461B1,0,0,0,0,0
US8961499B2,0,0,0,0,0
US8036367B2,0,0,0,0,0
US6579035B1,0,0,0,0,0
US7739809B2,0,0,0,0,0
US6243968A,0,0,0,0,0
US9433703B2,0,0,0,0,0
US5027958A,0,0,0,0,0
US8167561B2,0,0,0,0,0
US8171675B2,0,0,0,0,0
US5475379A,0,0,0,0,0
US9581092B2,0,0,0,0,0
US6060718A,0,0,0,0,0
US9117430B2,0,0,0,0,0
US7854462B2,0,0,0,0,0
US10060639B2,0,0,0,0,0
US9397468B2,0,0,0,0,0
US10039523B2,0,0,0,0,0
US9677880B2,0,0,0,0,0
US9026322B2,0,0,0,0,0
US9106002B2,0,0,0,0,0
US9925041B2,0,0,0,0,0
US5052956A,0,0,0,0,0
US8395531B2,0,0,0,0,0
US9481272B2,0,0,0,0,0
US6526046B1,0,0,0,0,0
US9518764B2,0,0,0,0,0
US8033278B2,0,0,0,0,0
US6160065A,0,0,0,0,0
US9371994B2,0,0,0,0,0
US5618488A,0,0,0,0,0
US5255030A,0,0,0,0,0
US7205541B1,0,0,0,0,0
US8663190B2,0,0,0,0,0
US8028939B2,0,0,0,0,0
US5580649A,0,0,0,0,0
US10092781B2,0,0,0,0,0
US9775737B2,0,0,0,0,0
US9786755B2,0,0,0,0,0
US4708628A,0,0,0,0,0
US10092337B2,0,0,0,0,0
US8082086B2,0,0,0,0,0
US10103452B2,0,0,0,0,0
US9449809B2,0,0,0,0,0
US9509679B2,0,0,1,0,0
US9289855B2,0,0,0,0,0
US9034418B2,0,0,0,0,0
US9375550B2,0,0,0,0,0
US9151768B2,0,0,0,0,0
US9321187B2,0,0,0,0,0
US8097140B2,0,0,0,0,0
US9265985B2,0,0,0,0,0
US9863367B2,0,0,0,0,0
US9272008B2,0,0,0,0,0
US9990020B2,0,0,0,0,0
US9565763B2,0,0,0,0,0
US9174345B2,0,0,0,0,0
US9630882B2,0,0,0,0,0
US9272718B2,0,0,0,0,0
US9010737B2,0,0,0,0,0
US9235946B2,0,0,0,0,0
US7953039B2,0,0,0,0,0
US10103122B2,0,0,0,0,0
US7097651B2,0,0,0,0,0
US5909298A,0,0,0,0,0
US5184446A,0,0,0,0,0
US9924844B1,0,0,0,0,0
US9464154B2,0,0,0,0,0
US9234549B2,0,0,0,0,0
US9180047B2,0,0,0,0,0
US9352930B2,0,0,0,0,0
US10065308B2,0,0,0,0,0
US9997175B1,0,0,0,0,0
US9061612B2,0,0,0,0,0
US8975455B2,0,0,0,0,0
US9485908B2,0,0,0,0,0
US9085856B2,0,0,0,0,0
US9709999B2,0,0,0,0,0
US9774389B2,0,0,0,0,0
US9300179B2,0,0,0,0,0
US9463732B2,0,0,0,0,0
5660176,1,1,1,1,1
7890374,0,1,1,1,1
7902447,1,0,1,0,1
7925496,1,1,1,1,1
8069131,1,0,1,0,0
8204842,1,1,1,1,1
8214213,0,1,1,1,1
8296257,0,0,1,0,1
8407113,0,0,1,0,0
8422799,1,1,1,1,1
8438029,1,1,1,1,1
8487176,1,1,1,1,1
8515750,1,1,1,1,1
8596640,0,0,1,0,0
8660678,0,1,1,1,1
8671149,0,0,1,1,0
8688434,1,1,1,1,1
8725559,0,0,1,0,0
8775161,1,1,1,1,1
8818768,1,1,1,1,1
8949125,1,1,1,1,1
9302393,1,1,1,1,1
9304660,0,0,1,1,1
9466292,1,1,1,1,1
9589578,1,1,1,1,1
9665800,1,1,1,1,1
9805018,1,1,1,1,1
9870797,0,1,1,1,1
10021276,1,1,1,1,1
10086261,0,1,1,0,0
10127918,1,1,1,1,1
10147428,1,1,1,1,1
10163436,1,1,1,1,1
10169826,1,1,1,0,1
10176809,1,1,1,1,1
10186251,1,1,1,1,1
10186252,1,1,1,1,1
10262107,0,0,1,0,0
10272341,1,1,1,1,1
10283163,1,1,1,1,1
10298895,1,1,1,1,1
10319365,1,1,1,1,1
10346524,1,1,1,1,1
10373026,1,1,1,1,1
10402726,1,1,1,1,1
10440431,1,1,1,1,1
10445356,1,1,1,1,1
10453434,1,1,1,1,1
10467274,1,1,1,1,1
10469665,0,1,1,1,1
10481579,1,0,1,0,0
10489393,1,1,1,1,1
10489682,1,1,1,1,1
10490195,1,1,1,1,1
10504504,1,1,1,1,1
10539881,0,1,1,1,1
10565234,0,1,1,1,1
10600414,0,0,1,0,0
10601740,1,1,1,1,1
10614207,1,1,1,1,1
10630726,0,0,1,0,0
10635088,1,1,1,1,1
10657201,1,1,1,1,1
10657584,1,1,1,1,1
10658005,1,1,1,1,1
10678406,0,0,1,0,0
10706837,1,1,1,1,1
10733240,0,0,1,0,1
10733374,1,0,1,0,0
10789606,0,0,1,0,1
10789723,1,1,1,1,1
10817314,0,1,1,1,1
10839269,0,1,1,1,1
10885436,1,1,1,1,1
10897675,0,1,1,1,1
10916351,0,1,1,1,1
10937542,1,1,1,1,1
10944867,1,0,1,0,1
10945051,1,1,1,1,1
10962473,1,0,1,0,1
10963497,0,0,1,1,1
10970188,0,0,1,1,1
10977783,0,1,1,1,1
10978054,0,0,1,0,1
10990619,1,1,1,1,1
10991154,1,1,1,1,1
10999434,1,1,1,1,1
10999566,1,1,1,1,1
11003865,0,1,1,1,1
11024276,1,0,1,1,1
11064252,1,1,1,1,1
11074507,1,1,1,1,1
11107557,0,0,0,0,1
11113578,1,1,1,1,1
11113862,0,1,1,1,1
11115530,1,1,1,1,1
11120812,0,1,1,1,1
11121987,1,1,1,1,1
11127225,0,1,1,1,1
11158207,0,1,1,1,1
11176443,0,1,1,1,1
11176930,0,1,1,1,1
11210062,1,0,1,1,1
11227047,0,1,1,1,1
11250635,1,1,1,1,1
11256995,0,0,1,0,0
11276389,1,1,1,1,1
11308657,1,1,1,1,1
11328480,1,1,1,1,1
11341699,1,1,1,1,1
11343650,0,0,0,0,0
11379446,0,1,1,1,0
11430467,0,1,1,1,1
11438457,0,1,1,1,1
11455658,1,1,1,1,0
11470279,0,1,1,1,1
11475334,0,0,1,1,1
11477142,0,1,1,1,1
11488288,1,1,1,1,1
11488634,1,1,1,1,1
11508042,1,1,1,1,1
11509995,1,1,1,1,1
11546181,0,0,1,0,1
11582519,1,1,1,1,1
11706492,1,0,1,0,1
11727618,1,1,1,1,1
11735158,1,1,1,1,1
11749282,0,1,1,1,1
11769531,1,1,1,1,1
11791018,1,0,1,0,1
11804022,1,1,1,1,1
11829474,0,1,1,1,1
11863865,1,1,1,1,0
11926332,1,0,1,1,1
2016210663,0,0,1,1,1
2016232256,1,1,1,1,1
2017072641,1,1,1,1,1
2017084266,1,1,1,1,1
2017087474,1,1,1,1,1
2017199958,0,0,1,0,0
2017256259,1,1,1,1,1
2017270948,1,1,1,1,1
2017323313,0,1,1,1,1
2017358003,0,0,0,0,1
2018039767,0,0,1,1,1
2018061408,1,1,1,1,1
2018077460,1,1,1,1,1
2018090132,1,1,1,1,1
2018121784,0,0,1,1,0
2018189797,0,1,1,1,1
2018293632,1,1,1,1,1
2018357543,0,1,1,1,1
2019005399,1,1,1,1,1
2019117088,0,0,0,0,0
2019318433,0,0,1,0,1
2019354874,1,1,1,1,1
2019371295,1,1,1,1,1
2019392858,1,1,1,1,1
2020020337,1,0,1,0,1
2020026767,1,1,1,1,1
2020058290,1,1,1,1,1
2020137001,1,1,1,1,1
2020142926,1,1,1,1,1
2020159376,1,1,1,1,1
2020167864,0,0,1,0,0
2020272422,1,1,1,1,1
2020279024,1,1,1,1,1
2020285810,1,1,1,1,1
2020293719,1,1,1,1,1
2020410285,1,1,1,1,1
2021065006,1,1,1,1,1
2021078180,0,0,1,1,1
2021082421,1,1,1,1,1
2021117733,1,1,1,1,1
US6507704B2,0,0,0,0,0
US9256249B2,0,0,0,0,0
US8557347B1,0,0,0,0,0
US7935130B2,0,0,0,0,0
US10088073B1,0,0,0,0,0
US9591808B2,0,0,0,0,0
US9205449B1,0,0,0,0,0
US9419486B2,0,0,0,0,0
US9789802B2,0,0,0,0,0
US9440355B2,0,0,0,0,0
US9272360B2,0,0,0,0,0
US9523929B2,0,0,0,0,0
US9702906B2,0,0,0,0,0
US9982338B2,0,0,0,0,0
US9766037B2,0,0,0,0,0
US9469027B2,0,0,0,0,0
US9574399B2,0,0,0,0,0
US9556988B2,0,0,0,0,0
US7931952B2,0,0,0,0,0
US8701918B2,0,0,0,0,0
US5075117A,0,0,0,0,0
US9259078B1,0,0,0,0,0
US8416393B2,0,0,0,0,0
US8613958B2,0,0,0,0,0
US9373548B2,0,0,0,0,0
US8659914B2,0,0,0,0,0
US9186781B2,0,0,0,0,0
US9312055B2,0,0,0,0,0
US9726687B2,0,0,0,0,0
US8702176B2,0,0,0,0,0
US5237842A,0,0,0,0,0
US5138978A,0,0,0,0,0
US8651539B1,0,0,0,0,0
US9067764B2,0,0,0,0,0
US10035440B2,0,0,0,0,0
US9397209B2,0,0,0,0,0
US7419975B2,0,0,0,0,0
US9028753B2,0,0,0,0,0
US7963603B2,0,0,0,0,0
US6995448B2,0,0,0,0,0
US9888530B2,0,0,0,0,0
US8416578B2,0,0,0,0,0
US5604927A,0,0,0,0,0
US5324378A,0,0,0,0,0
US6933305B2,0,0,0,0,0
US4867485A,0,0,0,0,0
US5248526A,0,0,0,0,0
US10068560B1,0,0,0,0,0
US5427329A,0,0,0,0,0
US9003662B2,0,0,0,0,0
US8651268B2,0,0,0,0,0
US9757641B2,0,0,0,0,0
US8877588B2,0,0,0,0,0
US9227965B2,0,0,0,0,0
US9144145B2,0,0,0,0,0
US9121488B2,0,0,0,0,0
US7081132B2,0,0,0,0,0
US5082971A,0,0,0,0,0
US9168499B1,0,0,0,0,0
US9941770B2,0,0,0,0,0
US10126621B2,0,0,0,0,0
US9446506B2,0,0,0,0,0
US7695371B2,0,0,0,0,0
US9630757B1,0,0,0,0,0
US8942004B2,0,0,0,0,0
US10046277B2,0,0,0,0,0
US6681881B2,0,0,0,0,0
US6408447B1,0,0,0,0,0
US9174788B2,0,0,0,0,0
US9396976B2,0,0,0,0,0
US10025263B2,0,0,0,0,0
US8837044B2,0,0,0,0,0
US7038901B2,0,0,0,0,0
US7502217B2,0,0,0,0,0
US8985395B2,0,0,0,0,0
US9822680B2,0,0,0,0,0
US7600461B1,0,0,0,0,0
US5956359A,0,0,0,0,0
US4496059A,0,0,0,0,0
US9095984B2,0,0,0,0,0
US8000339B2,0,0,1,0,0
US5377919A,0,0,0,0,0
US9803131B2,0,0,0,0,0
US8251179B2,0,0,0,0,0
US5444186A,0,0,0,0,0
US9950871B2,0,0,0,0,0
US9968116B2,0,0,0,0,0
US9963311B1,0,0,0,0,0
US9954058B1,0,0,0,0,0
US10113838B2,0,0,0,0,0
US9834693B2,0,0,0,0,0
US9821958B2,0,0,0,0,0
US10058346B2,0,0,0,0,0
US7961454B2,0,0,0,0,0
US6860503B2,0,0,0,0,0
US7438861B2,0,0,0,0,0
US9162590B2,0,0,0,0,0
US4908422A,0,0,0,0,0
US9586666B2,0,0,0,0,0
US10059164B1,0,0,0,0,0
US4681399A,0,0,0,0,0
US5029979A,0,0,0,0,0
US9700999B2,0,0,0,0,0
US10018533B2,0,0,0,0,0
US9556589B2,0,0,0,0,0
US9976557B2,0,0,0,0,0
US9701010B2,0,0,0,0,0
US9297539B2,0,0,0,0,0
US9838110B2,0,0,0,0,0
US9975134B2,0,0,0,0,0
US4715402A,0,0,0,0,0
US9610995B2,0,0,0,0,0
US7540393B2,0,0,0,0,0
US9003646B2,0,0,0,0,0
US7102227B2,0,0,0,0,0
US5567746A,0,0,0,0,0
US4993810A,0,0,0,0,0
US9085229B2,0,0,0,0,0
US10134502B2,0,0,0,0,0
US9719320B2,0,0,0,0,0
US9719000B2,0,0,0,0,0
US4885660A,0,0,0,0,0
US5406877A,0,0,0,0,0
US8954635B2,0,0,0,0,0
US8993712B2,0,0,0,0,0
US9450365B1,0,0,0,0,0
US8950998B2,0,0,0,0,0
US6162628A,0,0,0,0,0
US6527949B1,0,0,0,0,0
US9945398B2,0,0,0,0,0
US6216409A,0,0,0,0,0
US8770103B2,0,0,0,0,0
US9810000B2,0,0,0,0,0
US9290652B2,0,0,0,0,0
US10100026B2,0,0,0,0,0
US9605790B1,0,0,0,0,0
US9785451B1,0,0,0,0,0
US9976636B2,0,0,0,0,0
US8494030B2,0,0,0,0,0
US9539443B2,0,0,0,0,0
US9878141B2,0,0,0,0,0
US9188502B2,0,0,0,0,0
US9655681B2,0,0,0,0,0
US7516535B1,0,0,0,0,0
US9346614B2,0,0,0,0,0
US9206006B2,0,0,0,0,0
US7499069B2,0,0,0,0,0
US8985016B2,0,0,0,0,0
US5611101A,0,0,0,0,0
US9708533B2,0,0,0,0,0
US9916713B1,0,0,0,0,0
US8932865B2,0,0,0,0,0
US8444631B2,0,0,0,0,0
US4771975A,0,0,0,0,0
US6595357B2,0,0,0,0,0
US8025972B2,0,0,0,0,0
US4843845A,0,0,0,0,0
US9333546B2,0,0,0,0,0
US6766814B2,0,0,0,0,0
US7265368B2,0,0,0,0,0
US5238531A,0,0,0,0,0
US8903232B1,0,0,0,0,0
US5618757A,0,0,0,0,0
US4701075A,0,0,0,0,0
US5955200A,0,0,0,0,0
US4998639A,0,0,0,0,0
US7419360B2,0,0,0,0,0
US5518739A,0,0,0,0,0
US10071831B1,0,0,0,0,0
US5499684A,0,0,0,0,0
US9597057B2,0,0,0,0,0
US5041957A,0,0,0,0,0
US7023132B2,0,0,0,0,0
US8056954B2,0,0,0,0,0
US8830125B1,0,0,0,0,0
US9190499B2,0,0,0,0,0
US7481476B2,0,0,0,0,0
US8998317B2,0,0,0,0,0
US9545098B2,0,0,0,0,0
US9689896B2,0,0,0,0,0
US8128565B2,0,0,0,0,0
US8993373B2,0,0,0,0,0
US9948158B2,0,0,0,0,0
US7445942B2,0,0,0,0,0
US9891993B2,0,0,0,0,0
US9217339B2,0,0,0,0,0
US9150178B1,0,0,0,0,0
US10053196B2,0,0,0,0,0
US9481530B2,0,0,0,0,0
US9870897B2,0,0,0,0,0
US9683624B2,0,0,0,0,0
US6215835A,0,0,0,0,1
US6751302B1,0,0,0,0,0
US9452019B2,0,0,0,0,0
US4818864A,0,0,0,0,0
US9462781B2,0,0,0,0,0
US4860508A,0,0,0,0,0
US7714308B2,0,0,0,0,0
US9745611B2,0,0,0,0,0
US8304471B2,0,0,0,0,0
US5810444A,0,0,0,0,0
US8935452B2,0,0,0,0,0
US9144751B2,0,0,0,0,0
US9818517B2,0,0,0,0,0
US5139073A,0,0,0,0,0
US5872310A,0,0,0,0,0
US5801387A,0,0,0,0,0
US7854421B2,0,0,0,0,0
US5732575A,0,0,0,0,0
US4985277A,0,0,0,0,0
US10111471B2,0,0,0,0,0
US8329549B2,0,0,0,0,0
US9526553B2,0,0,0,0,0
US9278837B2,0,0,0,0,0
US7477198B2,0,0,0,0,0
US9938687B1,0,0,0,0,0
US9485847B1,0,0,0,0,0
US10099456B2,0,0,0,0,0
US9078467B2,0,0,0,0,0
US9463142B2,0,0,0,0,0
US6716513B1,0,0,0,0,0
US9273485B2,0,0,0,0,0
US9322344B2,0,0,0,0,0
US9524908B2,0,0,0,0,0
US9155937B2,0,0,0,0,0
US9425246B2,0,0,0,0,0
6516298,1,1,1,1,1
6542867,1,1,1,1,1
7657289,1,1,1,1,1
7693760,0,0,1,0,0
7742919,1,1,1,1,1
7761296,1,1,1,1,1
7962530,1,1,1,1,1
8041565,1,1,1,1,1
8044288,0,0,0,0,0
8065089,0,0,1,0,0
8103505,1,1,1,1,1
8183451,1,1,1,1,1
8374848,1,1,1,1,1
8566102,1,1,1,1,1
8571859,1,1,1,1,1
8600753,1,1,1,1,1
8606577,1,0,1,1,1
8644464,1,1,1,1,0
8650035,1,1,1,1,1
8700396,1,1,1,1,1
8914284,1,1,1,1,1
9123339,1,1,1,1,1
9240178,1,1,1,1,1
9286877,1,1,1,1,1
9299331,0,1,1,1,1
9507858,1,1,1,1,1
9552548,0,0,1,0,0
9558428,1,1,1,1,1
9646601,1,1,1,1,1
9754206,0,0,1,0,0
9761222,1,0,1,0,1
9865253,0,1,1,1,1
9928835,1,0,1,1,1
9990176,1,1,1,1,1
10008209,1,1,1,1,1
10068557,1,1,1,1,1
10090020,1,1,1,1,1
10091358,1,0,1,0,1
10140089,0,0,1,1,1
10147439,0,0,1,1,1
10171908,0,1,1,1,1
10185709,1,0,1,1,1
10271768,0,0,1,0,1
10297070,1,1,1,1,1
10315536,0,0,0,0,0
10327661,0,1,1,1,1
10365887,1,0,1,1,1
10395392,1,1,1,1,1
10418032,1,1,1,1,1
10468019,0,1,1,1,1
10496754,1,1,1,1,1
10496884,1,1,1,1,1
10503804,0,0,1,1,1
10567314,1,1,1,1,1
10594840,1,1,1,1,1
10600408,1,1,1,1,1
10645225,1,1,1,1,1
10657934,0,1,1,1,1
10658074,1,1,1,1,1
10692489,1,1,1,1,1
10699695,1,1,1,1,1
10713662,0,0,0,0,0
10721189,0,0,1,0,0
10733733,0,1,1,1,1
10769501,0,0,1,1,1
10783398,1,1,1,1,1
10802889,0,0,0,0,0
10841251,1,1,1,1,1
10841666,0,1,1,1,1
10885423,0,1,1,1,1
10885707,1,1,1,1,1
10908950,0,0,1,0,0
10929485,0,1,1,1,1
10929781,0,1,1,1,1
10945040,1,1,1,1,1
10963493,0,0,1,0,1
10963819,1,1,1,1,1
10983446,0,0,1,1,1
10990848,1,1,1,1,1
10991369,0,0,1,1,1
10992604,1,1,1,1,1
11011176,0,1,1,1,1
11030726,0,1,1,1,1
11073975,1,1,1,1,1
11082369,0,0,1,1,1
11087095,1,1,1,1,1
11087877,0,0,1,0,1
11094007,0,1,1,1,1
11094134,1,1,1,1,1
11106903,0,1,1,1,1
11107591,1,0,1,1,1
11122165,1,1,1,1,1
11122238,0,1,1,1,1
11126826,0,1,1,1,1
11152031,0,1,1,1,1
11152123,1,1,1,1,1
11152785,1,1,1,1,1
11196867,0,0,1,1,1
11223580,0,0,1,0,1
11240181,0,1,1,1,1
11264140,0,1,1,1,1
11288542,0,1,1,1,1
11289082,1,1,1,1,1
11294756,0,0,1,0,0
11314922,1,1,1,1,1
11354599,0,0,1,1,1
11355112,0,0,1,0,0
11356390,0,0,1,0,1
11361571,1,0,1,1,1
11393451,0,1,1,1,1
11423616,1,1,1,1,1
11436438,1,1,1,1,1
11461774,1,1,1,1,1
11475276,1,1,1,1,1
11481559,1,1,1,1,1
11501079,1,1,1,1,1
11507059,0,0,1,0,1
11514948,1,1,1,1,1
11515041,0,1,1,1,1
11551652,1,1,1,1,1
11556335,1,1,1,1,1
11556722,1,1,1,1,1
11564194,0,0,1,1,0
11579841,0,1,1,1,1
11580968,1,1,1,1,1
11582485,0,1,1,1,1
11641384,0,0,1,0,0
11675817,1,1,1,1,1
11687152,1,0,1,0,1
11688100,1,1,1,1,1
11689486,0,0,1,0,1
11721325,1,1,1,1,1
11736556,0,0,0,0,0
11740862,1,1,1,1,1
11743378,1,1,1,1,1
11749311,1,1,1,1,1
11757923,0,1,1,1,1
11763453,1,1,1,1,1
11790558,1,1,1,1,1
11790876,1,1,1,1,1
11790884,1,1,1,1,1
11823235,1,1,1,1,1
11830159,1,1,1,1,1
11830463,1,1,1,1,1
11907885,1,1,1,1,1
2016164519,0,0,0,0,0
2016239865,0,0,1,1,1
2016283469,1,1,1,1,1
2017018270,0,1,1,1,1
2017068514,0,0,1,0,0
2017084274,1,1,1,1,1
2017330388,1,1,1,1,1
2018018392,1,0,1,0,1
2018101770,1,1,1,1,1
2018331839,1,1,1,1,1
2019019500,1,1,1,1,1
2019043076,0,0,1,0,0
2019130896,1,1,1,1,1
2019205388,1,1,1,1,1
2019221022,1,1,1,1,1
2019294931,1,1,1,1,1
2019358906,0,1,1,1,1
2020027439,1,1,1,1,1
2020050942,1,0,1,0,1
2020082805,1,1,1,1,1
2020151963,1,1,1,1,1
2020211296,1,1,1,1,1
2020227069,1,1,1,1,1
2020251105,1,1,1,1,0
2020257962,1,1,1,1,1
2020358967,1,1,1,1,0
2020395008,1,1,1,1,1
2021019642,1,1,1,1,1
2021035340,1,1,1,1,1
2021065033,1,1,1,1,1
2021081805,1,1,1,1,1
2021103645,0,1,1,1,1
2021103834,0,1,1,1,1
2021117784,1,1,1,1,1
US10130979B2,0,0,0,0,0
US9090200B2,0,0,0,0,0
US9549616B2,0,0,0,0,0
US8942550B1,0,0,0,0,0
US5576596A,0,0,0,0,0
US8284566B2,0,0,0,0,0
US9424816B2,0,0,0,0,0
US9651291B2,0,0,0,0,0
